SECUENCIA;PAIS;DEPARTAMENTO;MUNICIPIO;EMPRESA;AREA ENCARGADA;COORDINACION;TIPO_PQRS;TIPO_ACTIVIDAD;AÑO;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
1;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;AFORO EXTRAORDINARIO MULTIUSUARIO;2018;1;0;0;0;7;0;0;0;0;1;0;0;9
2;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;AFORO MULTIUSUARIO;2018;1;0;0;0;0;0;0;0;0;0;0;0;1
3;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;AFORO SERVICIO ESPECIAL;2018;485;412;371;473;480;411;512;433;444;454;486;433;5,394
4;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;ATENDER EVENTO O CABALGATA;2018;0;2;0;1;0;1;1;2;1;0;0;0;8
5;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;CAMBIO FRECUENCIA RUTA HOSPITALARIA;2018;0;0;0;1;0;1;0;0;0;0;0;0;2
6;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;CAMBIO FRECUENCIA SERVICIO ORDINARIO;2018;0;0;0;0;0;0;0;0;0;0;0;1;1
7;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;CAMPAÑA EDUCATIVA;2018;5;4;3;10;7;11;5;6;4;7;6;7;75
8;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;COBRO DE CONTENEDORES;2018;0;0;0;0;0;0;0;0;3;0;0;0;3
9;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;COTIZAR EVENTO ESPECIAL;2018;0;1;0;0;0;0;0;0;0;0;0;0;1
10;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;DERECHO DE PETICION;2018;18;6;0;6;8;0;0;3;0;1;0;0;42
11;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;DEVOLUCION DE CONTENEDORES;2018;0;1;2;0;1;1;2;0;0;0;1;0;8
12;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;FACTURACION ASESORIAS AMBIENTALES;2018;0;0;0;4;0;2;2;0;2;0;2;2;14
13;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;INFORMACION A MULTIUSUARIO;2018;0;0;0;1;0;0;0;0;0;0;0;0;1
14;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;MANTENIMIENTO DE CONTENEDORES;2018;1;0;3;1;10;3;0;1;1;0;0;0;20
15;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;MANTENIMIENTO DE ZONAS VERDES;2018;0;0;0;0;0;0;0;0;1;0;0;0;1
16;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;NOVEDADES IDENTIFICADAS POR ENVIASEO;2018;7;7;3;2;1;3;5;2;2;2;1;1;36
17;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO CANASTILLA O CONTENEDOR;2018;1;0;0;2;2;0;2;1;0;0;1;1;10
18;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO DE RUTA HOSPITALARIA;2018;1;1;0;6;6;21;4;25;4;1;4;2;75
19;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO DEL SERVICIO ORDINARIO O ESPECIAL;2018;0;0;0;1;1;0;0;0;0;0;0;0;2
20;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SERVICIO ESPECIAL RUTA HOSPITALARIA;2018;29;30;30;31;35;34;28;29;55;19;31;29;380
21;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD ASESORIA Y CONSULTORIA;2018;0;0;1;0;0;0;2;0;0;0;0;1;4
22;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD BARRIDO;2018;0;0;0;1;1;0;0;0;0;0;0;0;2
23;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD CAJAS ESTACIONARIAS;2018;0;0;4;1;0;0;0;0;0;0;0;0;5
24;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD CANASTILLA PEATONAL;2018;1;1;0;0;0;0;1;3;1;1;0;1;9
25;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD CONTENEDORES;2018;2;2;0;1;0;0;0;8;7;6;4;3;33
26;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD CONTRATO CLIENTE NUEVO R.H;2018;2;0;0;18;13;41;0;25;14;0;4;3;120
27;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD INFORMACION;2018;2;4;4;5;5;5;3;12;3;6;4;8;61
28;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD RECOLECCION CLANDESTINO;2018;9;5;6;4;5;0;3;3;4;6;6;18;69
29;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD RECOLECCION ORDINARIA;2018;0;1;2;5;8;2;3;4;5;2;4;0;36
30;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD RECOLECCION R. H.;2018;2;1;2;4;3;41;8;4;3;4;3;2;77
31;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD RECOLECCION SERVICIO ESPECIAL;2018;58;74;74;82;70;62;57;64;45;26;57;39;708
32;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;EL VEHICULO PASO Y NO RECOGIO LA BASURA;2018;1;2;2;1;3;1;1;7;2;0;2;0;22
33;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;FUNCIONARIO AREA ADMINISTRATIVA;2018;1;0;0;0;0;0;0;1;0;0;0;0;2
34;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;FUNCIONARIO AREA OPERATIVA;2018;1;2;1;0;2;4;1;0;3;0;2;0;16
35;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;GENERACION DE RUIDO BARRIDO CON BLOWER;2018;1;1;2;0;1;3;0;1;1;0;0;0;10
36;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;INCUMPLIMIENTO FREC RECOLECCION ORDINARI;2018;0;2;0;0;0;2;2;1;2;0;1;1;11
37;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;INCUMPLIMIENTO FRECUENCIA DE BARRIDO;2018;4;6;0;1;2;0;3;7;3;1;2;6;35
38;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;MAL BARRIDO MANUAL (ESCOBITAS);2018;0;3;1;1;0;3;2;3;2;0;2;3;20
39;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;MAL BARRIDO MECANICO;2018;3;2;2;0;0;0;2;0;3;0;0;0;12
40;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;NO BARRE CUNETAS, ZONA VERDE, CALLEJON;2018;0;0;0;0;0;0;0;2;3;0;1;0;6
41;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;NO HAN RECOGIDO BOLSAS DE BARRIDO;2018;1;1;0;0;0;0;0;0;0;0;0;0;2
42;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;NO RECOGEN LA BASURA REGADA;2018;0;0;0;1;0;0;0;1;0;0;0;1;3
43;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;QUEJAS;RETRASO DEL VEHICULO RECOLECTOR;2018;0;0;0;0;0;0;0;0;1;0;1;0;2
44;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;AFORO EXTRAORDINARIO;2018;1;2;0;6;1;1;4;2;0;3;1;1;22
45;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO DE FACTURA LOCAL DESOCUPADO;2018;11;11;8;13;8;14;20;24;22;18;24;17;190
46;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO DE FACTURA POR DOBLE COBRO;2018;1;0;0;0;3;0;0;2;5;8;4;1;24
47;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO DE FACTURA POR RESULTADO DE AFORO;2018;1;3;2;0;3;2;1;4;11;3;5;6;41
48;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO DE FACTURA SERVICIO ESPECIAL EPM;2018;1;2;2;3;1;4;5;1;5;7;5;2;38
49;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR AREAS COMUNES;2018;1;0;1;0;1;2;3;2;7;3;0;3;23
50;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR COBRO DE MAS DEL SER. ESP;2018;0;0;1;1;0;1;0;0;0;0;0;1;4
51;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR COBRO NO AUTORIZADO;2018;0;0;0;0;0;0;1;6;1;0;0;0;8
52;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR DOBLE COBRO;2018;0;0;4;1;2;1;0;1;0;1;0;1;11
53;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR LOCAL DESOCUPADO;2018;0;0;0;0;0;0;0;4;0;0;0;0;4
54;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR RESULTADO DE AFORO;2018;1;0;0;0;0;0;1;0;0;0;0;0;2
55;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;NO RECOLECCION PUERTA A PUERTA;2018;0;0;0;0;0;0;0;0;0;1;0;0;1
56;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;NOTAS CREDITOS Y DEBITOS;2018;2;3;5;6;2;4;4;3;2;4;2;7;44
57;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;RECLAMACION POR RECATEGORIZACION;2018;14;16;16;17;15;20;22;21;18;19;16;9;203
58;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;RECLAMO POR RETIRO DE CONTADOR;2018;2;1;0;2;5;3;1;3;3;1;3;1;25
59;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;RECURSO DE REPOSICION;2018;4;0;0;0;0;0;0;0;0;0;0;0;4
60;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;RECURSO DE REPOSICION Y  APELACION;2018;4;1;0;0;1;0;0;0;0;0;0;0;6
61;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;VERIFICAR COBRO EN LA FACTURA;2018;0;1;1;2;1;1;1;9;11;8;6;4;45
62;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;AFORO MULTIUSUARIO;2019;0;0;0;0;0;0;0;0;1;0;0;0;1
63;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;AFORO SERVICIO ESPECIAL;2019;520;502;512;506;535;496;629;598;529;595;627;593;6,642
64;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;ATENDER EVENTO O CABALGATA;2019;0;2;1;1;4;0;1;3;1;0;0;0;13
65;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;CAMBIO FRECUENCIA RUTA HOSPITALARIA;2019;0;0;0;0;0;2;0;1;0;0;0;0;3
66;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;CAMPAÑA EDUCATIVA;2019;2;17;22;6;7;5;10;10;11;10;12;3;115
67;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;CONTRATO CLIENTE NUEVO ORDINARIO;2019;0;0;0;0;0;0;0;0;0;1;0;0;1
68;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;DERECHO DE PETICION;2019;0;0;0;0;0;0;0;0;1;1;0;0;2
69;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;DEVOLUCION DE CONTENEDORES;2019;1;0;0;0;3;1;0;1;0;0;0;0;6
70;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;FACTURACION ASESORIAS AMBIENTALES;2019;3;2;13;1;1;1;1;2;3;1;3;1;32
71;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;MANTENIMIENTO DE CONTENEDORES;2019;0;2;1;0;0;0;0;0;0;0;0;0;3
72;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;MANTENIMIENTO DE ZONAS VERDES;2019;0;0;1;1;0;0;0;3;0;0;0;0;5
73;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;NOVEDADES IDENTIFICADAS POR ENVIASEO;2019;3;4;16;2;2;1;2;5;4;3;4;1;47
74;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO CANASTILLA O CONTENEDOR;2019;1;1;0;0;1;1;2;0;1;1;0;1;9
75;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO DE RUTA HOSPITALARIA;2019;19;6;5;33;2;11;1;31;4;21;8;0;141
76;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO DEL SERVICIO ORDINARIO O ESPECIAL;2019;0;0;0;0;0;1;0;0;1;0;0;0;2
77;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SERVICIO ESPECIAL RUTA HOSPITALARIA;2019;36;49;32;25;58;40;42;22;44;51;25;30;454
78;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD ASESORIA Y CONSULTORIA;2019;0;0;0;1;0;1;0;0;0;0;0;0;2
79;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;SOLICITUD BARRIDO;2019;1;1;0;2;0;0;0;0;1;0;0;0;5
